,Cluster,Companies
1892,6,1572
1893,6,1272
1894,6,1273
1895,6,1624
1896,6,1620
1897,6,1275
1898,6,1276
1899,6,1612
1900,6,1610
1901,6,1609
1902,6,1279
1903,6,1604
1904,6,1602
1905,6,1594
1906,6,1591
1907,6,1582
1908,6,1291
1909,6,1574
1910,6,1328
1911,6,1515
1912,6,1513
1913,6,1330
1914,6,1435
1915,6,1369
1916,6,1433
1917,6,1371
1918,6,1429
1919,6,1427
1920,6,1426
1921,6,1376
1922,6,1415
1923,6,1414
1924,6,1410
1925,6,1406
1926,6,1405
1927,6,1403
1928,6,1388
1929,6,1400
1930,6,1393
1931,6,1438
1932,6,1642
1933,6,1365
1934,6,1356
1935,6,1331
1936,6,1507
1937,6,1506
1938,6,1505
1939,6,1334
1940,6,1500
1941,6,1338
1942,6,1492
1943,6,1340
1944,6,1344
1945,6,1486
1946,6,1484
1947,6,1480
1948,6,1346
1949,6,1467
1950,6,1461
1951,6,1350
1952,6,1363
1953,6,4423
1954,6,1644
1955,6,1650
1956,6,1825
1957,6,1197
1958,6,1820
1959,6,1200
1960,6,1203
1961,6,1204
1962,6,1809
1963,6,1194
1964,6,1807
1965,6,1803
1966,6,1800
1967,6,1211
1968,6,1792
1969,6,1788
1970,6,1784
1971,6,1783
1972,6,1804
1973,6,1193
1974,6,1830
1975,6,1832
1976,6,1167
1977,6,1174
1978,6,1869
1979,6,1868
1980,6,1866
1981,6,1862
1982,6,1860
1983,6,1859
1984,6,1851
1985,6,1185
1986,6,1849
1987,6,1847
1988,6,1844
1989,6,1840
1990,6,1837
1991,6,1834
1992,6,1833
1993,6,1769
1994,6,1224
1995,6,1767
1996,6,1225
1997,6,1703
1998,6,1258
1999,6,1690
2000,6,1261
2001,6,1688
2002,6,1686
2003,6,1685
2004,6,1676
2005,6,1670
2006,6,9688
2007,6,1262
2008,6,1663
2009,6,1658
2010,6,1656
2011,6,1654
2012,6,1653
2013,6,1263
2014,6,1257
2015,6,1265
2016,6,1255
2017,6,1247
2018,6,1762
2019,6,1230
2020,6,1758
2021,6,1232
2022,6,1739
2023,6,1737
2024,6,1734
2025,6,1234
2026,6,1235
2027,6,1237
2028,6,1729
2029,6,1725
2030,6,1238
2031,6,1723
2032,6,1722
2033,6,1239
2034,6,1246
2035,6,1248
2036,6,4437
2037,6,2106
2038,6,255
2039,6,9322
2040,6,7211
2041,6,9320
2042,6,7242
2043,6,7243
2044,6,6018
2045,6,122
2046,6,6019
2047,6,261
2048,6,6030
2049,6,362
2050,6,9314
2051,6,6031
2052,6,260
2053,6,258
2054,6,6940
2055,6,9312
2056,6,80
2057,6,7249
2058,6,6047
2059,6,9311
2060,6,253
2061,6,6048
2062,6,6095
2063,6,9309
2064,6,9308
2065,6,6604
2066,6,267
2067,6,5775
2068,6,9323
2069,6,7184
2070,6,77
2071,6,295
2072,6,216
2073,6,293
2074,6,291
2075,6,126
2076,6,9363
2077,6,9362
2078,6,9359
2079,6,287
2080,6,9356
2081,6,286
2082,6,125
2083,6,83
2084,6,5522
2085,6,9351
2086,6,281
2087,6,9347
2088,6,5665
2089,6,5673
2090,6,278
2091,6,9345
2092,6,276
2093,6,5707
2094,6,275
2095,6,201
2096,6,6618
2097,6,272
2098,6,5544
2099,6,296
2100,6,7267
2101,6,251
2102,6,9075
2103,6,9036
2104,6,99
2105,6,6534
2106,6,6281
2107,6,6284
2108,6,118
2109,6,230
2110,6,6333
2111,6,104
2112,6,7388
2113,6,6487
2114,6,117
2115,6,106
2116,6,6353
2117,6,108
2118,6,8969
2119,6,7766
2120,6,220
2121,6,6392
2122,6,7400
2123,6,112
2124,6,217
2125,6,113
2126,6,213
2127,6,6410
2128,6,6446
2129,6,9081
2130,6,6545
2131,6,9082
2132,6,234
2133,6,9216
2134,6,6103
2135,6,247
2136,6,6584
2137,6,6582
2138,6,7301
2139,6,6115
2140,6,6139
2141,6,88
2142,6,6152
2143,6,246
2144,6,245
2145,6,6186
2146,6,7268
2147,6,203
2148,6,242
2149,6,6193
2150,6,7309
2151,6,6196
2152,6,6232
2153,6,121
2154,6,7359
2155,6,9173
2156,6,238
2157,6,207
2158,6,120
2159,6,95
2160,6,9093
2161,6,7302
2162,6,75
2163,6,9364
2164,6,9387
2165,6,163
2166,6,9626
2167,6,339
2168,6,9594
2169,6,4774
2170,6,9593
2171,6,6833
2172,6,330
2173,6,34
2174,6,43
2175,6,9586
2176,6,325
2177,6,4813
2178,6,323
2179,6,322
2180,6,47
2181,6,6826
2182,6,49
2183,6,9574
2184,6,9366
2185,6,4852
2186,6,51
2187,6,160
2188,6,6809
2189,6,4876
2190,6,6856
2191,6,157
2192,6,7076
2193,6,4722
2194,6,361
2195,6,6925
2196,6,4493
2197,6,9646
2198,6,358
2199,6,356
2200,6,355
2201,6,4511
2202,6,6889
2203,6,4569
2204,6,4575
2205,6,9642
2206,6,4615
2207,6,4619
2208,6,9637
2209,6,353
2210,6,9635
2211,6,17
2212,6,345
2213,6,4687
2214,6,9634
2215,6,167
2216,6,7073
2217,6,4699
2218,6,28
2219,6,341
2220,6,6788
2221,6,6815
2222,6,4948
2223,6,4935
2224,6,9487
2225,6,192
2226,6,4947
2227,6,315
2228,6,4971
2229,6,4972
2230,6,5002
2231,6,309
2232,6,5147
2233,6,196
2234,6,9426
2235,6,6731
2236,6,7118
2237,6,5191
2238,6,5198
2239,6,9400
2240,6,9394
2241,6,5262
2242,6,200
2243,6,7119
2244,6,5263
2245,6,301
2246,6,147
2247,6,7120
2248,6,299
2249,6,5300
2250,6,60
2251,6,6757
2252,6,215
2253,6,4930
2254,6,9540
2255,6,7116
2256,6,4902
2257,6,151
2258,6,154
2259,6,4883
2260,6,4882
2261,6,4901
2262,6,313
2263,6,6787
2264,6,9497
2265,6,9499
2266,6,55
2267,7,1228
2268,7,35002
2269,7,35148
2270,7,35010
2271,7,1254
2272,7,170
2273,7,141
2274,7,35008
2275,7,1226
2276,7,116
2277,7,156
2278,7,169
2279,7,1231
2280,7,162
2281,7,1217
2282,7,1214
2283,7,124
2284,7,1260
2285,7,1219
2286,7,1243
2287,7,59826
2288,7,1213
2289,7,1212
2290,7,1222
2291,7,119
2292,7,164
2293,7,1233
2294,7,35055
2295,7,150
2296,7,1223
2297,7,168
2298,7,149
2299,7,155
2300,7,40965
2301,7,115
2302,7,1361
2303,7,1360
2304,7,34802
2305,7,1357
2306,7,34804
2307,7,53
2308,7,1355
2309,7,1354
2310,7,1353
2311,7,1349
2312,7,1348
2313,7,34837
2314,7,58
2315,7,1345
2316,7,63
2317,7,1342
2318,7,34843
2319,7,65
2320,7,67
2321,7,1362
2322,7,1364
2323,7,1366
2324,7,1367
2325,7,1395
2326,7,34686
2327,7,14
2328,7,1389
2329,7,1386
2330,7,34699
2331,7,34700
2332,7,1385
2333,7,23
2334,7,1337
2335,7,1383
2336,7,34733
2337,7,1378
2338,7,1377
2339,7,34739
2340,7,1374
2341,7,34742
2342,7,1372
2343,7,31
2344,7,34760
2345,7,1382
2346,7,1335
2347,7,1333
2348,7,34851
2349,7,1289
2350,7,1288
2351,7,1287
2352,7,1286
2353,7,1285
2354,7,1284
2355,7,90
2356,7,1283
2357,7,1282
2358,7,87
2359,7,92
2360,7,1278
2361,7,1274
2362,7,103
2363,7,1271
2364,7,1270
2365,7,1269
2366,7,34995
2367,7,109
2368,7,35000
2369,7,97
2370,7,35001
2371,7,86
2372,7,1292
2373,7,34852
2374,7,65456
2375,7,72
2376,7,1329
2377,7,78
2378,7,34878
2379,7,34881
2380,7,34883
2381,7,79
2382,7,85
2383,7,1311
2384,7,1307
2385,7,34890
2386,7,34891
2387,7,1306
2388,7,1305
2389,7,1301
2390,7,34936
2391,7,1295
2392,7,82
2393,7,1310
2394,7,1206
2395,7,1149
2396,7,172
2397,7,294
2398,7,43570
2399,7,34684
2400,7,471
2401,7,469
2402,7,36635
2403,7,43089
2404,7,467
2405,7,36638
2406,7,36639
2407,7,302
2408,7,36558
2409,7,459
2410,7,303
2411,7,306
2412,7,307
2413,7,42579
2414,7,452
2415,7,448
2416,7,442
2417,7,441
2418,7,439
2419,7,438
2420,7,36667
2421,7,458
2422,7,36557
2423,7,480
2424,7,288
2425,7,521
2426,7,254
2427,7,518
2428,7,517
2429,7,36248
2430,7,513
2431,7,36336
2432,7,262
2433,7,507
2434,7,506
2435,7,263
2436,7,36410
2437,7,501
2438,7,265
2439,7,499
2440,7,269
2441,7,270
2442,7,36475
2443,7,273
2444,7,46507
2445,7,277
2446,7,279
2447,7,284
2448,7,285
2449,7,485
2450,7,310
2451,7,526
2452,7,435
2453,7,432
2454,7,336
2455,7,38378
2456,7,393
2457,7,38520
2458,7,392
2459,7,391
2460,7,388
2461,7,387
2462,7,342
2463,7,39228
2464,7,344
2465,7,333
2466,7,39229
2467,7,39615
2468,7,378
2469,7,41552
2470,7,39618
2471,7,374
2472,7,354
2473,7,369
2474,7,365
2475,7,363
2476,7,360
2477,7,40964
2478,7,385
2479,7,396
2480,7,36723
2481,7,36722
2482,7,431
2483,7,311
2484,7,424
2485,7,422
2486,7,36678
2487,7,419
2488,7,417
2489,7,314
2490,7,316
2491,7,411
2492,7,410
2493,7,409
2494,7,406
2495,7,318
2496,7,399
2497,7,42379
2498,7,320
2499,7,36714
2500,7,321
2501,7,36717
2502,7,327
2503,7,36718
2504,7,36719
2505,7,36720
2506,7,36721
2507,7,433
2508,7,1205
2509,7,36219
2510,7,531
2511,7,35441
2512,7,1175
2513,7,198
2514,7,1173
2515,7,1172
2516,7,35478
2517,7,35479
2518,7,35480
2519,7,1170
2520,7,1168
2521,7,1165
2522,7,1179
2523,7,1162
2524,7,35612
2525,7,1161
2526,7,1157
2527,7,1151
2528,7,35694
2529,7,35695
2530,7,1147
2531,7,1145
2532,7,202
2533,7,1141
2534,7,1139
2535,7,35611
2536,7,35439
2537,7,35437
2538,7,1181
2539,7,1202
2540,7,174
2541,7,1199
2542,7,175
2543,7,177
2544,7,35260
2545,7,1195
2546,7,181
2547,7,182
2548,7,185
2549,7,51250
2550,7,186
2551,7,1192
2552,7,35311
2553,7,189
2554,7,1190
2555,7,1189
2556,7,1188
2557,7,1186
2558,7,191
2559,7,35376
2560,7,35431
2561,7,35432
2562,7,1183
2563,7,1182
2564,7,1136
2565,7,530
2566,7,1134
2567,7,1130
2568,7,571
2569,7,570
2570,7,233
2571,7,35922
2572,7,563
2573,7,236
2574,7,560
2575,7,558
2576,7,35971
2577,7,555
2578,7,554
2579,7,35882
2580,7,551
2581,7,547
2582,7,546
2583,7,36046
2584,7,541
2585,7,540
2586,7,48148
2587,7,248
2588,7,534
2589,7,533
2590,7,36134
2591,7,252
2592,7,36006
2593,7,574
2594,7,232
2595,7,231
2596,7,206
2597,7,1129
2598,7,1120
2599,7,209
2600,7,613
2601,7,212
2602,7,607
2603,7,35756
2604,7,601
2605,7,597
2606,7,595
2607,7,594
2608,7,218
2609,7,592
2610,7,35844
2611,7,223
2612,7,225
2613,7,226
2614,7,229
2615,7,35849
2616,7,587
2617,7,586
2618,7,585
2619,7,35854
2620,7,35856
2621,7,35702
2622,7,1397
2623,7,1668
2624,7,34681
2625,7,3244
2626,7,12046
2627,7,4326
2628,7,4351
2629,7,12021
2630,7,4373
2631,7,3136
2632,7,12005
2633,7,4451
2634,7,4459
2635,7,11947
2636,7,4497
2637,7,11939
2638,7,4503
2639,7,4444
2640,7,4594
2641,7,3134
2642,7,3118
2643,7,12179
2644,7,2895
2645,7,2898
2646,7,2902
2647,7,2906
2648,7,12143
2649,7,12086
2650,7,2910
2651,7,2916
2652,7,2918
2653,7,2920
2654,7,3054
2655,7,3062
2656,7,12121
2657,7,2914
2658,7,4675
2659,7,11883
2660,7,11882
2661,7,4884
2662,7,4906
2663,7,5011
2664,7,5171
2665,7,5172
2666,7,5190
2667,7,4881
2668,7,11515
2669,7,5279
2670,7,5285
2671,7,11428
2672,7,11398
2673,7,5301
2674,7,5311
2675,7,5245
2676,7,4880
2677,7,4879
2678,7,4878
2679,7,4697
2680,7,11837
2681,7,11821
2682,7,4725
2683,7,11811
2684,7,4788
2685,7,11781
2686,7,4793
2687,7,4812
2688,7,11776
2689,7,4833
2690,7,4835
2691,7,4837
2692,7,4851
2693,7,4874
2694,7,2892
2695,7,2889
2696,7,12182
2697,7,2743
2698,7,2118
2699,7,12785
2700,7,2121
2701,7,12625
2702,7,2128
2703,7,12613
2704,7,2117
2705,7,12612
2706,7,2132
2707,7,12584
2708,7,2133
2709,7,2137
2710,7,12534
2711,7,2141
2712,7,2131
2713,7,2116
2714,7,2112
2715,7,12882
2716,7,2067
2717,7,2068
2718,7,2073
2719,7,2077
2720,7,2086
2721,7,2092
2722,7,2096
2723,7,12969
2724,7,12951
2725,7,12950
2726,7,2103
2727,7,2104
2728,7,12893
2729,7,2108
2730,7,2110
2731,7,2142
2732,7,11392
2733,7,2143
2734,7,12421
2735,7,2678
2736,7,2680
2737,7,12292
2738,7,2690
2739,7,12281
2740,7,2698
2741,7,2676
2742,7,2725
2743,7,2727
2744,7,12241
2745,7,12222
2746,7,12214
2747,7,12200
2748,7,2735
2749,7,12243
2750,7,2183
2751,7,2173
2752,7,2165
2753,7,2144
2754,7,12418
2755,7,12408
2756,7,2147
2757,7,2148
2758,7,2151
2759,7,12402
2760,7,12401
2761,7,2153
2762,7,12373
2763,7,12361
2764,7,2159
2765,7,12358
2766,7,12357
2767,7,2163
2768,7,12422
2769,7,2065
2770,7,11391
2771,7,11376
2772,7,7231
2773,7,10350
2774,7,7329
2775,7,10325
2776,7,10324
2777,7,7387
2778,7,7174
2779,7,10299
2780,7,10297
2781,7,7395
2782,7,7397
2783,7,10291
2784,7,8970
2785,7,8991
2786,7,7389
2787,7,9023
2788,7,7173
2789,7,7144
2790,7,7034
2791,7,7072
2792,7,10494
2793,7,7078
2794,7,10491
2795,7,10488
2796,7,10398
2797,7,10487
2798,7,7096
2799,7,7098
2800,7,7099
2801,7,10460
2802,7,10458
2803,7,10418
2804,7,7079
2805,7,10098
2806,7,9034
2807,7,10071
2808,7,9488
2809,7,9866
2810,7,9535
2811,7,9549
2812,7,9571
2813,7,9855
2814,7,9458
2815,7,9575
2816,7,9587
2817,7,9795
2818,7,9627
2819,7,9780
2820,7,9771
2821,7,9643
2822,7,9843
2823,7,9890
2824,7,9425
2825,7,9393
2826,7,9141
2827,7,9142
2828,7,9174
2829,7,9184
2830,7,10033
2831,7,10017
2832,7,9226
2833,7,9244
2834,7,9273
2835,7,9994
2836,7,9344
2837,7,9935
2838,7,9923
2839,7,9917
2840,7,9388
2841,7,7033
2842,7,10532
2843,7,6930
2844,7,6907
2845,7,6020
2846,7,11214
2847,7,6046
2848,7,11202
2849,7,11195
2850,7,11170
2851,7,11229
2852,7,11137
2853,7,11134
2854,7,6114
2855,7,11103
2856,7,11071
2857,7,6179
2858,7,6187
2859,7,11135
2860,7,11231
2861,7,6013
2862,7,6012
2863,7,11359
2864,7,11352
2865,7,5432
2866,7,11314
2867,7,5563
2868,7,11305
2869,7,5684
2870,7,5685
2871,7,5702
2872,7,11250
2873,7,5722
2874,7,5723
2875,7,5733
2876,7,11246
2877,7,5773
2878,7,6233
2879,7,5324
2880,7,6234
2881,7,6235
2882,7,6619
2883,7,6710
2884,7,6730
2885,7,6732
2886,7,6736
2887,7,6808
2888,7,6603
2889,7,6827
2890,7,10590
2891,7,10580
2892,7,6879
2893,7,6880
2894,7,10550
2895,7,10538
2896,7,6834
2897,7,6557
2898,7,10703
2899,7,6548
2900,7,6254
2901,7,10868
2902,7,6285
2903,7,6334
2904,7,10832
2905,7,6354
2906,7,6364
2907,7,10814
2908,7,6404
2909,7,10807
2910,7,6424
2911,7,6432
2912,7,6471
2913,7,6478
2914,7,10766
2915,7,10879
2916,7,34682
2917,7,2061
2918,7,2058
2919,7,1614
2920,7,17074
2921,7,17070
2922,7,1626
2923,7,1628
2924,7,1635
2925,7,1607
2926,7,16976
2927,7,1640
2928,7,16971
2929,7,1646
2930,7,16915
2931,7,16893
2932,7,16891
2933,7,1636
2934,7,1659
2935,7,17408
2936,7,17415
2937,7,17692
2938,7,17655
2939,7,1556
2940,7,1558
2941,7,17555
2942,7,1561
2943,7,1600
2944,7,1568
2945,7,1580
2946,7,1586
2947,7,1589
2948,7,17420
2949,7,17419
2950,7,17416
2951,7,17483
2952,7,1664
2953,7,16761
2954,7,1692
2955,7,1760
2956,7,1764
2957,7,1766
2958,7,16488
2959,7,16453
2960,7,1772
2961,7,16509
2962,7,1773
2963,7,1780
2964,7,16325
2965,7,16275
2966,7,1790
2967,7,1799
2968,7,1806
2969,7,1778
2970,7,1756
2971,7,1745
2972,7,1743
2973,7,16691
2974,7,1699
2975,7,1705
2976,7,1707
2977,7,16655
2978,7,16654
2979,7,1708
2980,7,1710
2981,7,1712
2982,7,1716
2983,7,1718
2984,7,16582
2985,7,1731
2986,7,16578
2987,7,16570
2988,7,1550
2989,7,17706
2990,7,1544
2991,7,1542
2992,7,34474
2993,7,1434
2994,7,34471
2995,7,34470
2996,7,1436
2997,7,34466
2998,7,34476
2999,7,34465
3000,7,34407
3001,7,1441
3002,7,1442
3003,7,1443
3004,7,1445
3005,7,34402
3006,7,1439
3007,7,34478
3008,7,34531
3009,7,1424
3010,7,34679
3011,7,1399
3012,7,34677
3013,7,34674
3014,7,1401
3015,7,1402
3016,7,34601
3017,7,34597
3018,7,1412
3019,7,34593
3020,7,1416
3021,7,1420
3022,7,34547
3023,7,1422
3024,7,1423
3025,7,1446
3026,7,1810
3027,7,1447
3028,7,1451
3029,7,1516
3030,7,18666
3031,7,1517
3032,7,1518
3033,7,1522
3034,7,18326
3035,7,1510
3036,7,1528
3037,7,1530
3038,7,1534
3039,7,1535
3040,7,17755
3041,7,1538
3042,7,17752
3043,7,18324
3044,7,1509
3045,7,1503
3046,7,31610
3047,7,1459
3048,7,1462
3049,7,1464
3050,7,1465
3051,7,1475
3052,7,1482
3053,7,1489
3054,7,1490
3055,7,34323
3056,7,34322
3057,7,1496
3058,7,34319
3059,7,1499
3060,7,34316
3061,7,1501
3062,7,34399
3063,7,13283
3064,7,1812
3065,7,1814
3066,7,1975
3067,7,1976
3068,7,1978
3069,7,1981
3070,7,1984
3071,7,1986
3072,7,14094
3073,7,1988
3074,7,1990
3075,7,1993
3076,7,1996
3077,7,13937
3078,7,13934
3079,7,13868
3080,7,14036
3081,7,2003
3082,7,14105
3083,7,1970
3084,7,1948
3085,7,14222
3086,7,1949
3087,7,1950
3088,7,14211
3089,7,1951
3090,7,14107
3091,7,14173
3092,7,1960
3093,7,1964
3094,7,1965
3095,7,1966
3096,7,1969
3097,7,14130
3098,7,1959
3099,7,2008
3100,7,2009
3101,7,2011
3102,7,13370
3103,7,2041
3104,7,13367
3105,7,2046
3106,7,13356
3107,7,2050
3108,7,13374
3109,7,2051
3110,7,2052
3111,7,13296
3112,7,13294
3113,7,13293
3114,7,2053
3115,7,2057
3116,7,13298
3117,7,13443
3118,7,2036
3119,7,2032
3120,7,2012
3121,7,2015
3122,7,13726
3123,7,13693
3124,7,13692
3125,7,2016
3126,7,13660
3127,7,2018
3128,7,13652
3129,7,2021
3130,7,2025
3131,7,13583
3132,7,2026
3133,7,2028
3134,7,2030
3135,7,14225
3136,7,1942
3137,7,1938
3138,7,14620
3139,7,15936
3140,7,1857
3141,7,15934
3142,7,1858
3143,7,1863
3144,7,1865
3145,7,1856
3146,7,15792
3147,7,15734
3148,7,1871
3149,7,15704
3150,7,1872
3151,7,15693
3152,7,1874
3153,7,1870
3154,7,1853
3155,7,1852
3156,7,16005
3157,7,1816
3158,7,1818
3159,7,16128
3160,7,1824
3161,7,16119
3162,7,16118
3163,7,1826
3164,7,16108
3165,7,16056
3166,7,16054
3167,7,1842
3168,7,1843
3169,7,1848
3170,7,16008
3171,7,1850
3172,7,1875
3173,7,1813
3174,7,1878
3175,7,1880
3176,7,1917
3177,7,1920
3178,7,1921
3179,7,14824
3180,7,14799
3181,7,14783
3182,7,1916
3183,7,1924
3184,7,1930
3185,7,14746
3186,7,1931
3187,7,1933
3188,7,14657
3189,7,1937
3190,7,1929
3191,7,14943
3192,7,14945
3193,7,1909
3194,7,1882
3195,7,1883
3196,7,15125
3197,7,1884
3198,7,1889
3199,7,1891
3200,7,1892
3201,7,1893
3202,7,15065
3203,7,1896
3204,7,1901
3205,7,1905
3206,7,15000
3207,7,1908
3208,7,14988
3209,7,15612
3210,7,8995
